,user_id,feature
46,204210,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
47,255109,[0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0]
48,231232,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
49,219100,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
50,264591,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
51,276220,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
52,300940,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
53,255080,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
54,205125,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
55,275057,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
56,267779,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
57,282922,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
58,237921,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
59,297092,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
60,290255,[0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0]
61,281846,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
62,218050,[0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1]
63,276622,[0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0]
64,228315,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]
65,265254,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
66,217145,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
67,206297,[0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0]
68,257763,[0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0]
69,219936,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
70,214216,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0]
71,275031,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
72,218001,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
73,216764,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
74,214249,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
75,246224,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
76,234086,[0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1]
77,259939,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1]
78,248300,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
79,254691,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
80,298839,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
81,258994,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
82,283346,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
83,250708,[0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0]
84,204995,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
85,214101,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
86,294253,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
87,207772,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
88,207367,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
89,276222,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
90,272830,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
91,248696,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
92,250110,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
93,201259,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
94,294722,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
95,301550,[0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0]
96,264531,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
97,253129,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
98,228039,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
99,215602,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
100,266073,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
101,239783,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1]
102,252820,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
103,227169,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
104,204166,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
105,202670,[0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0]
106,214040,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
107,229112,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
108,237148,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
109,242548,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
110,280426,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
111,277997,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
112,227798,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
113,230421,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
114,270223,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
115,210683,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
116,256477,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
117,237448,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
118,264990,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
119,213434,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
120,227430,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
121,227731,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
122,233087,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
123,305114,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
124,222668,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
125,235065,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
126,305203,[0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0]
127,303514,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
128,204930,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
129,249516,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
130,246133,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
131,243603,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
132,272338,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0]
133,247453,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
134,255885,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
135,258983,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1]
136,246050,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
137,240441,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
138,237267,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
139,205082,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
140,200128,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
141,219411,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
142,254163,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
143,287081,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
144,243521,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
145,234269,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
146,251719,[0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0]
147,274699,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
148,210087,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
149,294088,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
150,204526,[0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0]
151,275948,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
152,215386,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
153,248263,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
154,262139,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
155,214372,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
156,251857,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
157,291962,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
158,263577,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
159,296650,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
160,277936,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
161,212592,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
162,225529,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
163,209365,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
164,244383,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
165,226978,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
166,217654,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
167,293307,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
168,261587,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
169,283585,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
170,281813,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
171,226017,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1]
172,275826,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
173,282507,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
174,297414,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
175,267798,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
176,283039,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
177,297278,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]
178,293561,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
179,296777,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
180,233779,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
181,236880,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
182,232908,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
183,243788,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
184,275122,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
185,292066,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
186,239887,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
187,280585,[0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0]
188,277149,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
189,271972,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
190,260373,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
191,244588,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
192,292399,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
193,233974,[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1]
194,260461,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
195,305217,[0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0]
196,222251,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
197,252733,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
198,270657,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
199,202346,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
200,221667,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
201,215972,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
202,277392,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
203,242286,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
204,237138,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
205,273859,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
206,208807,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
207,275233,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
208,249001,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
209,274019,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
210,203405,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
211,226436,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
212,268783,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
213,212343,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
214,213867,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
215,258357,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
216,285140,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
217,284538,[0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0]
218,229064,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
219,222113,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
220,232580,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
221,235206,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
222,255113,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
223,259895,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
224,296986,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
225,271214,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
226,243164,[0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1]
227,243056,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
228,214009,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
229,233257,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
230,293320,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
231,291541,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
232,246040,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
233,304672,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
234,242783,[0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0]
235,283327,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
236,228280,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
237,230629,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
238,252919,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
239,251802,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
240,283002,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
241,289304,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
242,280780,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
243,264007,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
244,283360,[0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0]
245,223304,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
246,264785,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
247,296674,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
248,259270,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
249,298572,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
250,279867,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
251,290421,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
252,246331,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
253,225419,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
254,271138,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0]
255,300030,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0]
256,220845,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
257,242488,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
258,229770,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
259,273673,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0]
260,235899,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
261,226286,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
262,287892,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
263,297147,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
264,232094,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
265,273876,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
266,233427,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0]
267,274474,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
268,226271,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
269,261939,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
270,222235,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
271,262976,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
272,271392,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
273,211730,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
274,208460,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
275,242432,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
276,279896,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
277,230562,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
278,255220,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
279,292875,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
280,212666,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
281,211076,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
282,266268,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
283,257267,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
284,250878,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
285,254533,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
286,273264,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
287,215452,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
288,208267,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
289,278320,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
290,291733,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
291,287426,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
292,230346,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
293,278134,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
294,212613,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
295,231020,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
296,296851,[0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0]
297,221656,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
298,220179,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
299,241532,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
300,212512,[0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0]
301,231219,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
302,217276,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
303,262502,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
304,201944,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
305,240858,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
306,237077,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
307,222841,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
308,200805,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
309,302280,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
310,213411,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
311,302375,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
312,240710,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
313,202035,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
314,237918,[0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0]
315,304151,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0]
316,235589,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
317,215233,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0]
318,205699,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
319,208315,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
320,209987,[0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1]
321,232084,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
322,279280,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
323,225421,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
324,214877,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
325,295747,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
326,220819,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
327,206729,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
328,286093,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
329,225569,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
330,278845,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
331,253539,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0]
332,283145,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
333,301081,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
334,240065,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1]
335,211530,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
336,206530,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
337,290885,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
338,256807,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
339,242825,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
340,279922,[0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0]
341,225218,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
342,203021,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
343,231678,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
344,250931,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
345,261769,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
346,223851,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
347,222151,[0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1]
348,212876,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
349,289416,[0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0]
350,258902,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
351,267730,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
352,247238,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
353,209404,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
354,288013,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
355,289094,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
356,242328,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0]
357,218086,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
